request_number,date_unloading,volume_unloaded
107383,2024-01-14,30.0
60406,2024-02-04,30.0
265245,2023-10-09,30.0
91099,2024-02-25,30.0
73131,2024-02-13,29.7804
193967,2023-12-25,29.791800000000002
150304,2024-01-31,30.0
254694,2023-10-05,30.0
223914,2023-11-13,29.859900000000003
208077,2023-11-02,30.0
194153,2023-12-25,30.0
206438,2024-01-01,30.0
304289,2023-10-30,30.0
57912,2024-02-02,30.0
61057,2024-02-04,29.811600000000002
89231,2024-02-24,30.0
80584,2024-02-20,29.7669
168497,2023-12-10,30.0
195291,2023-12-26,30.0
59157,2024-02-03,30.0
305582,2023-10-31,29.766
224772,2023-11-14,30.0
17721,2024-03-09,29.8515
74248,2024-02-14,29.828400000000002
106143,2024-01-13,30.0
247481,2023-12-02,30.0
185170,2023-12-20,30.0
134833,2024-01-25,30.0
20594,2024-03-11,29.903699999999997
36224,2024-03-23,30.0
201296,2023-12-29,30.0
92108,2024-02-26,29.7888
286012,2023-10-20,30.0
162733,2023-12-07,30.0
293698,2023-10-24,30.0
255430,2023-10-03,29.791800000000002
214065,2023-11-09,30.0
196722,2023-12-27,30.0
302562,2023-10-29,30.0
126002,2024-01-21,30.0
307563,2023-11-02,30.0
261273,2023-10-07,29.8188
15266,2024-03-10,30.0
238564,2023-11-24,29.868000000000002
12314,2024-03-06,30.0
31317,2024-03-17,30.0
4828,2024-03-02,30.0
208015,2023-11-02,30.0
18754,2024-03-12,29.777099999999997
51430,2024-03-29,30.0
110390,2024-01-14,30.0
275300,2023-10-14,30.0
129901,2024-01-22,30.0
192530,2023-12-24,30.0
175845,2023-12-14,29.7693
199482,2023-12-28,30.0
14323,2024-03-07,30.0
223045,2023-11-12,30.0
283025,2023-10-18,30.0
174005,2023-12-14,29.8638
183957,2023-12-19,30.0
38774,2024-03-22,30.0
51842,2024-03-29,30.0
140874,2024-01-27,30.0
266781,2023-10-10,29.8836
169228,2023-12-11,30.0
260860,2023-10-08,30.0
65352,2024-02-07,30.0
104193,2024-01-14,29.8056
173193,2023-12-14,30.0
255922,2023-10-04,30.0
82953,2024-02-20,30.0
156730,2023-12-03,30.0
252668,2023-10-02,29.7846
166580,2023-12-09,29.7834
97890,2024-03-02,30.0
16317,2024-03-09,29.787
80848,2024-02-18,30.0
110057,2024-01-14,30.0
15545,2024-03-08,30.0
17642,2024-03-09,30.0
251474,2023-12-01,29.8782
264121,2023-10-11,29.8425
91082,2024-02-26,30.0
166474,2023-12-09,30.0
153158,2024-02-01,30.0
83605,2024-02-20,30.0
18913,2024-03-10,30.0
13596,2024-03-07,30.0
186132,2023-12-21,29.8248
122364,2024-01-19,30.0
185556,2023-12-23,30.0
159292,2023-12-05,30.0
118279,2024-01-18,30.0
108293,2024-01-16,30.0
187503,2023-12-21,30.0
180695,2023-12-17,30.0
106723,2024-01-13,30.0
145697,2024-01-29,30.0
152347,2024-02-03,30.0
227170,2023-11-15,29.7738
264694,2023-10-08,30.0
208327,2023-11-03,29.849700000000002
97117,2024-03-01,30.0
233435,2023-11-19,30.0
211085,2023-11-08,30.0
270956,2023-10-12,30.0
177672,2023-12-16,30.0
148470,2024-01-30,30.0
161696,2023-12-06,30.0
207453,2023-11-02,30.0
306592,2023-10-31,29.813100000000002
16721,2024-03-10,30.0
302297,2023-10-29,30.0
61797,2024-02-05,30.0
164637,2023-12-08,30.0
238588,2023-11-23,30.0
143417,2024-01-28,30.0
205617,2024-01-01,30.0
181189,2023-12-18,30.0
34275,2024-03-20,30.0
123368,2024-01-20,29.8047
24418,2024-03-14,30.0
206834,2023-11-02,30.0
85591,2024-02-21,30.0
195380,2023-12-26,30.0
26562,2024-03-14,30.0
251941,2023-10-02,30.0
288230,2023-10-21,30.0
249713,2023-11-30,30.0
289143,2023-10-22,30.0
210958,2023-11-04,30.0
216748,2023-11-08,30.0
266061,2023-10-09,30.0
5900,2024-03-03,30.0
101837,2024-01-11,30.0
97166,2024-03-03,30.0
106046,2024-01-13,30.0
114288,2024-01-16,29.8623
274396,2023-10-14,30.0
186037,2023-12-20,30.0
125864,2024-01-22,29.7849
26033,2024-03-14,30.0
246840,2023-11-28,30.0
82994,2024-02-20,29.8341
149490,2024-01-31,30.0
289386,2023-10-22,30.0
263768,2023-10-08,29.8386
291895,2023-10-23,30.0
67128,2024-02-09,30.0
58212,2024-02-02,30.0
35519,2024-03-20,30.0
307516,2023-11-01,29.799599999999998
205952,2024-01-01,30.0
197776,2023-12-27,30.0
18792,2024-03-10,30.0
282619,2023-10-18,30.0
114481,2024-01-16,30.0
50319,2024-03-28,30.0
74294,2024-02-14,30.0
262048,2023-10-07,30.0
246777,2023-11-28,29.8791
146649,2024-01-29,30.0
259109,2023-10-05,30.0
115775,2024-01-17,30.0
80552,2024-02-18,29.9058
249808,2023-11-30,30.0
284101,2023-10-19,30.0
298735,2023-10-27,30.0
62494,2024-02-05,30.0
91169,2024-02-26,30.0
221818,2023-11-11,30.0
213639,2023-11-06,30.0
181949,2023-12-18,30.0
220840,2023-11-11,30.0
127727,2024-01-22,30.0
199622,2023-12-28,30.0
57552,2024-02-02,30.0
227812,2023-11-16,30.0
155059,2023-12-02,30.0
87353,2024-02-23,29.7711
116115,2024-01-18,30.0
32203,2024-03-18,30.0
246149,2023-12-01,30.0
304819,2023-10-30,29.8905
125046,2024-01-20,30.0
283149,2023-10-18,29.8014
117113,2024-01-17,30.0
246217,2023-11-28,30.0
278237,2023-10-16,29.784299999999998
271814,2023-10-12,30.0
170552,2023-12-11,30.0
86734,2024-02-22,30.0
63991,2024-02-06,30.0
218586,2023-11-09,30.0
129531,2024-01-22,30.0
27048,2024-03-15,30.0
230374,2023-11-18,30.0
5765,2024-03-03,30.0
188014,2023-12-22,30.0
203083,2023-12-30,30.0
177189,2023-12-15,30.0
97758,2024-03-01,30.0
226817,2023-11-15,30.0
63523,2024-02-06,29.8419
212441,2023-11-05,29.8263
127284,2024-01-21,30.0
11983,2024-03-06,29.8485
115107,2024-01-16,30.0
72539,2024-02-12,30.0
202184,2024-01-02,30.0
285976,2023-10-20,30.0
14636,2024-03-08,29.8149
226820,2023-11-15,30.0
270313,2023-10-12,30.0
217899,2023-11-09,29.801099999999998
83484,2024-02-21,30.0
307610,2023-11-01,30.0
10164,2024-03-05,30.0
151737,2024-02-01,29.7618
301796,2023-10-28,30.0
152062,2024-02-01,29.823300000000003
96916,2024-03-01,30.0
280353,2023-10-17,30.0
71684,2024-02-12,30.0
66894,2024-02-08,30.0
233338,2023-11-19,29.8602
225156,2023-11-14,30.0
84291,2024-02-20,30.0
231916,2023-11-18,30.0
222521,2023-11-12,30.0
283934,2023-10-19,30.0
226782,2023-11-15,30.0
84480,2024-02-21,30.0
174259,2023-12-16,30.0
20162,2024-03-11,30.0
304844,2023-10-30,30.0
118502,2024-01-18,29.8842
99152,2024-01-10,30.0
214436,2023-11-07,30.0
59144,2024-02-03,30.0
90864,2024-02-26,30.0
253576,2023-10-04,30.0
167363,2023-12-11,29.7894
118933,2024-01-18,30.0
71007,2024-02-11,30.0
219973,2023-11-10,29.8224
177475,2023-12-15,30.0
231787,2023-11-18,30.0
292741,2023-10-24,30.0
267466,2023-10-10,30.0
88359,2024-02-23,30.0
90568,2024-02-25,30.0
231817,2023-11-18,30.0
200027,2023-12-29,30.0
251428,2023-12-01,30.0
270399,2023-10-12,29.8029
62835,2024-02-05,30.0
245438,2023-11-27,30.0
252340,2023-10-02,30.0
84392,2024-02-21,29.7879
94329,2024-02-28,30.0
208204,2023-11-03,30.0
291131,2023-10-23,30.0
236568,2023-11-24,30.0
306571,2023-11-03,30.0
137307,2024-01-26,30.0
77608,2024-02-16,30.0
119003,2024-01-18,30.0
198191,2023-12-29,30.0
284564,2023-10-19,30.0
18217,2024-03-10,30.0
184527,2023-12-20,29.8647
51537,2024-03-29,30.0
259161,2023-10-05,30.0
163711,2023-12-07,30.0
234613,2023-11-22,29.8827
169319,2023-12-11,30.0
224121,2023-11-13,30.0
8661,2024-03-04,30.0
171551,2023-12-12,29.898
160079,2023-12-05,30.0
302860,2023-10-29,30.0
227503,2023-11-15,30.0
170747,2023-12-11,30.0
165799,2023-12-09,29.8023
232666,2023-11-19,30.0
6145,2024-03-06,29.7636
171724,2023-12-13,30.0
305657,2023-10-31,29.7816
94719,2024-02-28,30.0
166239,2023-12-09,30.0
232560,2023-11-19,30.0
260335,2023-10-06,30.0
38431,2024-03-21,29.9082
182083,2023-12-18,29.8023
294364,2023-10-24,30.0
210527,2023-11-04,30.0
134335,2024-01-27,30.0
140828,2024-01-30,29.8221
101315,2024-01-11,30.0
247782,2023-11-29,29.7942
88739,2024-02-27,30.0
143992,2024-01-28,30.0
23040,2024-03-12,30.0
275671,2023-10-14,30.0
4169,2024-03-02,30.0
90606,2024-02-28,30.0
249487,2023-11-30,30.0
4348,2024-03-02,30.0
154568,2023-12-02,30.0
79525,2024-02-17,30.0
162433,2023-12-07,30.0
130859,2024-01-23,30.0
191119,2023-12-24,30.0
110991,2024-01-17,30.0
287124,2023-10-20,30.0
191932,2023-12-24,30.0
181298,2023-12-18,30.0
165742,2023-12-09,30.0
146025,2024-01-29,30.0
93783,2024-02-27,30.0
182546,2023-12-18,30.0
129173,2024-01-22,30.0
241336,2023-11-25,30.0
136184,2024-01-26,30.0
118727,2024-01-18,30.0
79639,2024-02-20,30.0
147642,2024-01-30,30.0
156636,2023-12-03,30.0
99355,2024-01-10,30.0
83184,2024-02-23,30.0
269818,2023-10-11,30.0
76071,2024-02-15,30.0
90221,2024-02-25,30.0
39915,2024-03-22,30.0
67642,2024-02-09,30.0
250847,2023-12-01,30.0
185009,2023-12-20,30.0
70433,2024-02-11,29.868000000000002
210315,2023-11-06,30.0
239737,2023-11-25,30.0
127460,2024-01-22,30.0
95173,2024-02-28,29.8734
111345,2024-01-15,30.0
203767,2023-12-31,29.889300000000002
206208,2024-01-01,30.0
119763,2024-01-21,30.0
80436,2024-02-18,30.0
149101,2024-01-31,30.0
60052,2024-02-03,30.0
37614,2024-03-21,30.0
88929,2024-02-24,30.0
206621,2023-11-02,29.773500000000002
6582,2024-03-03,29.8602
114661,2024-01-16,29.8221
107386,2024-01-13,30.0
92583,2024-02-27,30.0
212543,2023-11-05,30.0
103909,2024-01-12,30.0
176656,2023-12-18,29.884800000000002
254827,2023-10-03,30.0
292043,2023-10-23,30.0
289971,2023-10-22,29.7861
167553,2023-12-12,29.848200000000002
193239,2023-12-25,30.0
167741,2023-12-10,29.8077
177021,2023-12-15,30.0
50805,2024-03-29,30.0
186852,2023-12-21,29.8368
16522,2024-03-09,29.835900000000002
279183,2023-10-16,29.8341
266289,2023-10-11,30.0
194637,2023-12-26,30.0
9522,2024-03-06,30.0
299004,2023-10-27,29.9073
31299,2024-03-17,30.0
37626,2024-03-21,30.0
232370,2023-11-19,29.779500000000002
136277,2024-01-27,30.0
10275,2024-03-05,30.0
194213,2023-12-25,29.8038
117566,2024-01-17,29.885399999999997
195528,2023-12-26,30.0
184500,2023-12-20,30.0
268939,2023-10-11,30.0
271366,2023-10-12,30.0
127119,2024-01-21,30.0
78610,2024-02-17,30.0
236044,2023-11-21,30.0
217623,2023-11-09,30.0
227569,2023-11-15,30.0
179358,2023-12-20,30.0
280231,2023-10-17,30.0
243090,2023-11-26,30.0
4974,2024-03-03,29.8083
243973,2023-11-26,30.0
182880,2023-12-19,29.831400000000002
258362,2023-10-05,29.821800000000003
223579,2023-11-13,29.8899
79244,2024-02-17,30.0
283101,2023-10-18,29.8098
219241,2023-11-10,30.0
281221,2023-10-17,30.0
11190,2024-03-06,30.0
158124,2023-12-07,30.0
193774,2023-12-25,30.0
224369,2023-11-13,30.0
179899,2023-12-17,30.0
164544,2023-12-08,30.0
14714,2024-03-08,30.0
278996,2023-10-16,29.9001
283270,2023-10-18,29.892
120836,2024-01-19,30.0
137987,2024-01-26,30.0
225186,2023-11-17,30.0
205306,2024-01-01,30.0
67360,2024-02-09,30.0
276363,2023-10-17,30.0
76140,2024-02-15,30.0
33313,2024-03-19,30.0
178281,2023-12-16,30.0
276440,2023-10-15,30.0
244476,2023-11-27,30.0
191762,2023-12-24,30.0
129520,2024-01-22,30.0
199577,2023-12-28,30.0
194012,2023-12-25,30.0
21347,2024-03-11,30.0
116045,2024-01-17,30.0
239249,2023-11-23,30.0
258912,2023-10-06,30.0
191406,2023-12-24,30.0
185023,2023-12-22,30.0
112077,2024-01-15,30.0
132308,2024-01-23,30.0
226170,2023-11-14,30.0
188709,2023-12-22,30.0
238298,2023-11-23,30.0
239201,2023-11-25,30.0
26525,2024-03-17,30.0
180550,2023-12-17,30.0
226882,2023-11-15,30.0
113863,2024-01-16,30.0
98414,2024-01-10,30.0
12666,2024-03-06,30.0
178706,2023-12-19,30.0
253250,2023-10-02,30.0
26902,2024-03-15,29.764499999999998
178184,2023-12-16,30.0
38541,2024-03-21,29.761200000000002
110995,2024-01-15,30.0
166091,2023-12-09,29.8935
84539,2024-02-21,30.0
49360,2024-03-28,29.8587
230282,2023-11-17,30.0
273896,2023-10-13,29.8683
159925,2023-12-05,30.0
232239,2023-11-18,30.0
182404,2023-12-18,30.0
233723,2023-11-20,30.0
166280,2023-12-12,30.0
200563,2023-12-29,30.0
229477,2023-11-17,30.0
70548,2024-02-11,30.0
241708,2023-11-25,30.0
188215,2023-12-22,30.0
178718,2023-12-16,30.0
197947,2023-12-28,30.0
156478,2023-12-03,30.0
295134,2023-10-25,30.0
255641,2023-10-04,29.813100000000002
129634,2024-01-22,30.0
257391,2023-10-07,30.0
183353,2023-12-19,30.0
269727,2023-10-11,30.0
222429,2023-11-12,30.0
158099,2023-12-04,30.0
176521,2023-12-17,30.0
243270,2023-11-26,30.0
271453,2023-10-12,30.0
227793,2023-11-16,30.0
120486,2024-01-19,30.0
156351,2023-12-03,30.0
67445,2024-02-09,30.0
156747,2023-12-03,30.0
284884,2023-10-19,30.0
167398,2023-12-09,30.0
153198,2024-02-01,29.79
90033,2024-02-25,30.0
112703,2024-01-15,30.0
169188,2023-12-11,30.0
198248,2023-12-28,29.8431
42946,2024-03-24,29.8143
82534,2024-02-19,30.0
61412,2024-02-04,30.0
303099,2023-10-29,30.0
113186,2024-01-16,30.0
93706,2024-02-27,30.0
40284,2024-03-22,30.0
251698,2023-12-01,30.0
69105,2024-02-10,30.0
249608,2023-11-30,30.0
202536,2023-12-30,30.0
181313,2023-12-18,30.0
283159,2023-10-18,30.0
286554,2023-10-23,30.0
38674,2024-03-22,30.0
203648,2023-12-31,30.0
79420,2024-02-17,29.848200000000002
144903,2024-01-29,30.0
246033,2023-11-30,30.0
214459,2023-11-07,29.8452
206690,2023-11-02,30.0
144613,2024-01-29,30.0
40330,2024-03-24,30.0
29271,2024-03-16,30.0
292217,2023-10-24,30.0
125779,2024-01-21,29.9022
80826,2024-02-18,30.0
233949,2023-11-23,30.0
212492,2023-11-07,30.0
64232,2024-02-06,29.8515
33784,2024-03-19,29.8557
171089,2023-12-12,29.8548
106317,2024-01-13,30.0
43404,2024-03-24,30.0
208697,2023-11-03,30.0
132640,2024-01-24,30.0
57621,2024-02-02,30.0
141341,2024-01-27,30.0
164270,2023-12-08,30.0
253540,2023-10-02,30.0
42628,2024-03-24,30.0
199702,2023-12-28,29.887800000000002
124943,2024-01-20,30.0
288567,2023-10-21,29.8968
264996,2023-10-09,30.0
127352,2024-01-21,29.8407
105615,2024-01-12,30.0
74588,2024-02-14,30.0
134483,2024-01-24,30.0
234027,2023-11-20,29.8632
161568,2023-12-07,30.0
152979,2024-02-01,30.0
157219,2023-12-04,30.0
272865,2023-10-13,30.0
184349,2023-12-20,29.8539
32931,2024-03-20,30.0
256446,2023-10-04,29.837400000000002
278804,2023-10-16,30.0
297134,2023-10-26,30.0
157233,2023-12-04,30.0
276887,2023-10-16,30.0
90563,2024-02-26,29.7762
100834,2024-01-11,30.0
80510,2024-02-18,30.0
226363,2023-11-15,30.0
76754,2024-02-15,30.0
206065,2024-01-01,30.0
303072,2023-10-29,29.852999999999998
245371,2023-11-27,30.0
237240,2023-11-24,29.8044
284472,2023-10-19,30.0
153609,2024-02-01,29.835
188291,2023-12-22,30.0
60902,2024-02-04,30.0
204753,2023-12-31,30.0
189318,2023-12-24,30.0
168246,2023-12-10,29.8206
285706,2023-10-20,30.0
304041,2023-10-30,30.0
220609,2023-11-11,30.0
120642,2024-01-19,29.8572
11966,2024-03-09,29.784
224044,2023-11-13,30.0
206038,2024-01-01,30.0
277553,2023-10-15,30.0
193730,2023-12-25,30.0
70051,2024-02-11,30.0
305251,2023-10-30,30.0
25386,2024-03-14,29.8479
299844,2023-10-30,30.0
267911,2023-10-10,30.0
191668,2023-12-24,30.0
165826,2023-12-09,30.0
234060,2023-11-22,30.0
203847,2023-12-31,29.764200000000002
127331,2024-01-21,29.8263
188327,2023-12-22,29.8752
272520,2023-10-13,30.0
287613,2023-10-21,30.0
131403,2024-01-23,30.0
8374,2024-03-04,30.0
14029,2024-03-07,30.0
53794,2024-03-30,30.0
204431,2023-12-31,30.0
267080,2023-10-11,30.0
116564,2024-01-17,30.0
74190,2024-02-17,30.0
119245,2024-01-18,29.8971
151310,2024-01-31,30.0
280391,2023-10-17,30.0
161823,2023-12-06,30.0
158094,2023-12-04,30.0
108355,2024-01-16,30.0
179370,2023-12-17,30.0
95573,2024-02-29,29.773500000000002
101227,2024-01-11,29.835900000000002
103782,2024-01-12,30.0
26166,2024-03-17,30.0
173063,2023-12-13,30.0
209869,2023-11-04,30.0
81763,2024-02-22,30.0
172044,2023-12-12,30.0
205398,2024-01-01,29.834699999999998
59672,2024-02-06,29.7639
184262,2023-12-20,30.0
120015,2024-01-18,30.0
281852,2023-10-18,30.0
33953,2024-03-19,30.0
72414,2024-02-12,30.0
290209,2023-10-22,30.0
86220,2024-02-23,30.0
234924,2023-11-20,29.784
217578,2023-11-09,30.0
137699,2024-01-26,30.0
263998,2023-10-10,30.0
76013,2024-02-15,30.0
232186,2023-11-18,30.0
72705,2024-02-13,30.0
271747,2023-10-12,30.0
174034,2023-12-13,30.0
151226,2024-02-03,30.0
274811,2023-10-14,30.0
94785,2024-03-01,30.0
180485,2023-12-17,30.0
13441,2024-03-07,30.0
198757,2023-12-28,30.0
269914,2023-10-11,30.0
159540,2023-12-05,30.0
263321,2023-10-08,30.0
259360,2023-10-06,30.0
167946,2023-12-10,29.8605
7720,2024-03-04,29.8221
270387,2023-10-13,29.869500000000002
201116,2023-12-29,30.0
221310,2023-11-11,30.0
210996,2023-11-04,30.0
232212,2023-11-18,30.0
74419,2024-02-14,29.8917
247047,2023-11-28,30.0
136901,2024-01-25,30.0
77768,2024-02-16,29.82
154694,2023-12-02,30.0
216264,2023-11-08,30.0
289487,2023-10-22,30.0
114596,2024-01-19,30.0
109291,2024-01-14,30.0
136764,2024-01-25,29.8236
37197,2024-03-24,30.0
39460,2024-03-22,30.0
256016,2023-10-04,30.0
178174,2023-12-16,30.0
257205,2023-10-04,30.0
126563,2024-01-21,30.0
6918,2024-03-03,30.0
98345,2024-01-10,30.0
65080,2024-02-07,30.0
243206,2023-11-26,30.0
67891,2024-02-09,30.0
264172,2023-10-08,30.0
147249,2024-01-30,29.7861
86671,2024-02-22,30.0
116569,2024-01-17,29.7801
196852,2023-12-27,30.0
290543,2023-10-22,29.8014
9372,2024-03-05,30.0
6395,2024-03-03,30.0
83010,2024-02-20,29.9013
302512,2023-10-29,30.0
157676,2023-12-04,30.0
177382,2023-12-15,30.0
6716,2024-03-03,30.0
234638,2023-11-20,30.0
185788,2023-12-20,29.7717
298446,2023-10-27,30.0
24176,2024-03-15,30.0
34885,2024-03-19,30.0
218913,2023-11-10,29.8236
26609,2024-03-14,30.0
161656,2023-12-08,30.0
129431,2024-01-25,30.0
263094,2023-10-08,30.0
150730,2024-02-01,30.0
231889,2023-11-18,30.0
302361,2023-10-29,29.7849
26097,2024-03-14,30.0
234273,2023-11-20,29.8023
101933,2024-01-14,30.0
23712,2024-03-13,30.0
114915,2024-01-16,30.0
133784,2024-01-24,30.0
7650,2024-03-05,30.0
190476,2023-12-23,30.0
298670,2023-10-27,29.7957
231830,2023-11-19,30.0
251662,2023-12-01,30.0
66729,2024-02-08,30.0
307118,2023-10-31,30.0
8881,2024-03-04,29.9007
168672,2023-12-10,30.0
308447,2023-11-01,30.0
210225,2023-11-05,30.0
109959,2024-01-14,30.0
243441,2023-11-26,30.0
143403,2024-01-28,29.7903
73172,2024-02-13,30.0
184832,2023-12-20,30.0
182736,2023-12-19,29.7744
224231,2023-11-13,30.0
301492,2023-10-28,30.0
162235,2023-12-06,30.0
159030,2023-12-05,29.8203
91329,2024-02-26,30.0
24107,2024-03-13,30.0
238035,2023-11-22,30.0
135665,2024-01-25,30.0
99526,2024-01-10,30.0
95031,2024-02-28,30.0
95596,2024-02-29,30.0
23466,2024-03-15,30.0
222938,2023-11-12,29.8071
270730,2023-10-12,30.0
266349,2023-10-09,29.7648
279656,2023-10-16,30.0
247269,2023-11-28,29.8419
267447,2023-10-10,29.8221
236729,2023-11-22,30.0
150117,2024-02-03,30.0
19683,2024-03-10,30.0
266713,2023-10-11,29.7909
152499,2024-02-01,30.0
110653,2024-01-15,29.8668
263738,2023-10-08,30.0
74481,2024-02-14,30.0
296179,2023-10-25,30.0
233055,2023-11-19,30.0
301448,2023-10-28,30.0
149259,2024-01-31,30.0
32639,2024-03-18,30.0
29279,2024-03-19,29.8938
75060,2024-02-14,30.0
262902,2023-10-08,30.0
198146,2023-12-28,30.0
203777,2023-12-31,30.0
251653,2023-12-01,30.0
194565,2023-12-26,30.0
179603,2023-12-17,30.0
18188,2024-03-10,30.0
291570,2023-10-23,30.0
271047,2023-10-12,30.0
198378,2023-12-28,30.0
116621,2024-01-17,30.0
292571,2023-10-23,29.79
40294,2024-03-22,29.8476
71020,2024-02-11,30.0
61379,2024-02-04,30.0
303933,2023-10-31,30.0
105431,2024-01-12,30.0
267360,2023-10-10,30.0
66214,2024-02-08,30.0
301319,2023-10-28,30.0
290112,2023-10-22,29.8605
107519,2024-01-13,30.0
112011,2024-01-15,30.0
271589,2023-10-12,30.0
32224,2024-03-18,30.0
162727,2023-12-07,29.8788
132084,2024-01-23,30.0
105882,2024-01-13,30.0
96571,2024-02-29,29.8938
105605,2024-01-12,30.0
304874,2023-11-02,30.0
269340,2023-10-11,30.0
238040,2023-11-22,29.91
143452,2024-01-28,30.0
143165,2024-01-30,30.0
227736,2023-11-17,30.0
91997,2024-02-26,30.0
103395,2024-01-12,30.0
111845,2024-01-15,30.0
156914,2023-12-03,30.0
124734,2024-01-22,30.0
74908,2024-02-14,30.0
11283,2024-03-06,29.8635
41365,2024-03-23,30.0
303049,2023-10-29,30.0
41295,2024-03-23,30.0
262405,2023-10-10,30.0
303142,2023-10-29,30.0
305870,2023-10-31,30.0
57492,2024-02-02,30.0
255588,2023-10-04,30.0
132972,2024-01-24,29.847299999999997
303739,2023-10-29,30.0
256457,2023-10-04,30.0
114644,2024-01-16,30.0
206831,2023-11-02,30.0
151817,2024-02-01,30.0
229752,2023-11-17,29.907600000000002
306551,2023-10-31,30.0
83068,2024-02-20,30.0
158379,2023-12-04,29.883899999999997
142417,2024-01-28,30.0
78228,2024-02-16,30.0
31468,2024-03-17,29.764499999999998
271740,2023-10-12,30.0
139565,2024-01-27,30.0
216619,2023-11-10,30.0
50459,2024-03-28,30.0
129329,2024-01-22,29.7834
34471,2024-03-19,29.8809
6800,2024-03-03,30.0
93068,2024-02-28,30.0
238758,2023-11-23,30.0
12714,2024-03-06,30.0
129481,2024-01-22,30.0
285313,2023-10-19,30.0
124998,2024-01-20,30.0
50133,2024-03-29,29.831999999999997
78579,2024-02-17,30.0
88761,2024-02-24,30.0
9993,2024-03-05,30.0
82819,2024-02-20,30.0
274222,2023-10-14,30.0
308603,2023-11-01,30.0
70686,2024-02-11,30.0
72996,2024-02-13,30.0
246505,2023-11-28,30.0
210148,2023-11-04,30.0
110018,2024-01-14,30.0
199781,2024-01-01,30.0
99591,2024-01-10,30.0
85858,2024-02-22,30.0
242417,2023-11-25,30.0
138874,2024-01-26,30.0
10233,2024-03-05,30.0
189814,2023-12-24,30.0
92103,2024-02-26,30.0
189129,2023-12-22,30.0
197652,2023-12-27,30.0
184505,2023-12-20,29.7774
114328,2024-01-16,30.0
89167,2024-02-26,30.0
117917,2024-01-17,30.0
58441,2024-02-02,30.0
58198,2024-02-02,29.7951
182492,2023-12-18,29.8593
5378,2024-03-02,30.0
59977,2024-02-03,30.0
70925,2024-02-11,30.0
268102,2023-10-13,30.0
8637,2024-03-04,30.0
61831,2024-02-05,30.0
177270,2023-12-15,30.0
218049,2023-11-10,30.0
262503,2023-10-07,30.0
8246,2024-03-04,30.0
94411,2024-02-28,30.0
303363,2023-10-29,30.0
123908,2024-01-20,30.0
250272,2023-11-30,30.0
142819,2024-01-28,29.811600000000002
289028,2023-10-21,30.0
261188,2023-10-07,29.8881
237302,2023-11-22,30.0
64941,2024-02-07,30.0
129034,2024-01-22,29.858400000000003
35644,2024-03-20,30.0
19669,2024-03-12,30.0
168879,2023-12-10,30.0
133313,2024-01-24,30.0
188192,2023-12-22,30.0
151342,2024-01-31,30.0
121515,2024-01-21,29.8182
111673,2024-01-15,30.0
174197,2023-12-13,30.0
75694,2024-02-15,29.761200000000002
252544,2023-10-02,30.0
263962,2023-10-11,30.0
263226,2023-10-08,30.0
280535,2023-10-17,30.0
189857,2023-12-23,30.0
148777,2024-01-30,30.0
218207,2023-11-09,30.0
152454,2024-02-01,30.0
270303,2023-10-12,29.904600000000002
262381,2023-10-07,30.0
270822,2023-10-15,29.8515
257191,2023-10-04,30.0
94339,2024-02-28,30.0
64282,2024-02-07,30.0
143784,2024-01-28,29.8407
261599,2023-10-07,29.8578
198239,2023-12-28,30.0
11240,2024-03-06,30.0
262946,2023-10-08,30.0
32648,2024-03-18,30.0
253115,2023-10-02,30.0
286034,2023-10-20,30.0
300038,2023-10-27,30.0
20405,2024-03-11,30.0
288517,2023-10-21,30.0
4198,2024-03-03,30.0
18235,2024-03-10,29.8203
205674,2024-01-01,30.0
251431,2023-12-01,30.0
69969,2024-02-11,29.8851
85151,2024-02-21,30.0
251007,2023-12-01,30.0
205593,2024-01-01,30.0
22552,2024-03-12,29.7804
146531,2024-01-29,30.0
208324,2023-11-03,30.0
164773,2023-12-08,30.0
103171,2024-01-11,30.0
47032,2024-03-26,30.0
282720,2023-10-18,30.0
278179,2023-10-16,29.904
203829,2023-12-31,30.0
88572,2024-02-24,30.0
280682,2023-10-17,30.0
246939,2023-11-28,29.8038
165999,2023-12-09,30.0
74118,2024-02-13,30.0
255107,2023-10-03,30.0
285049,2023-10-19,30.0
87149,2024-02-23,29.8929
299057,2023-10-27,30.0
131740,2024-01-23,30.0
275588,2023-10-14,29.849700000000002
86837,2024-02-22,30.0
81697,2024-02-19,30.0
259970,2023-10-07,30.0
4050,2024-03-02,29.8608
275207,2023-10-14,30.0
263241,2023-10-08,30.0
11025,2024-03-05,30.0
300224,2023-10-28,30.0
278477,2023-10-16,30.0
246814,2023-11-28,30.0
181069,2023-12-18,30.0
8513,2024-03-04,30.0
237604,2023-11-22,30.0
198300,2023-12-31,30.0
100448,2024-01-11,30.0
111643,2024-01-15,30.0
52925,2024-03-30,30.0
255358,2023-10-03,30.0
215071,2023-11-07,30.0
242898,2023-11-25,29.808
33678,2024-03-19,30.0
85777,2024-02-22,30.0
12925,2024-03-07,30.0
147548,2024-01-30,30.0
104948,2024-01-14,30.0
126462,2024-01-23,30.0
149200,2024-01-31,30.0
307864,2023-11-01,30.0
292014,2023-10-23,30.0
270126,2023-10-11,30.0
186213,2023-12-21,30.0
151051,2024-01-31,30.0
137280,2024-01-26,30.0
268600,2023-10-11,30.0
